일시,Predicted,Observed
1998-12-01,0.13133000000000006,0.047
1999-01-01,-0.3723600000000035,-0.284
1999-02-01,-1.2393200000000015,-0.955
1999-03-01,-1.4999599999999995,-1.589
1999-04-01,0.6858899999999978,0.688
1999-05-01,1.349029999999999,1.623
1999-06-01,0.798769999999996,1.237
1999-07-01,-0.056299999999999184,-0.128
1999-08-01,0.439519999999999,0.445
1999-09-01,1.3853399999999996,1.428
1999-10-01,1.591070000000005,1.808
1999-11-01,0.9423900000000013,1.171
1999-12-01,-0.11538999999999859,-0.277
2000-01-01,0.24361999999999773,0.238
2000-02-01,-0.3843599999999982,-0.199
2000-03-01,-0.5708099999999992,-0.576
2000-04-01,-2.3247699999999996,-2.565
2000-05-01,-1.202969999999999,-1.252
2000-06-01,0.005140000000001939,0.113
2000-07-01,-0.23143999999999823,-0.776
2000-08-01,0.1733899999999956,0.163
2000-09-01,0.8163300000000014,0.705
2000-10-01,1.1564699999999934,1.2
2000-11-01,0.567430000000003,0.514
2000-12-01,-1.0223399999999996,-1.115
2001-01-01,-0.5863000000000013,-0.479
2001-02-01,-0.24900999999999865,-0.094
2001-03-01,-0.3826300000000023,-0.306
2001-04-01,-0.8665299999999982,-1.039
2001-05-01,-2.4441699999999997,-2.657
2001-06-01,-0.9510799999999987,-1.204
2001-07-01,-0.32270000000000115,-0.312
2001-08-01,-0.6716600000000001,-1.127
2001-09-01,-0.3260600000000032,-0.602
2001-10-01,0.35904000000000486,0.131
2001-11-01,1.042520000000001,1.156
2001-12-01,0.3685500000000009,0.649
2002-01-01,-0.032730000000001834,-0.012
2002-02-01,-0.18019999999999728,-0.103
2002-03-01,-0.6839399999999993,-0.678
2002-04-01,-1.2722899999999984,-1.601
2002-05-01,-0.5178700000000023,-0.54
2002-06-01,-0.23734000000000066,-0.518
2002-07-01,0.3933499999999967,0.132
2002-08-01,1.070010000000001,1.043
2002-09-01,1.2885399999999971,1.287
2002-10-01,1.1790899999999966,0.985
2002-11-01,-0.08204999999999803,-0.631
2002-12-01,0.08914999999999891,-0.043
2003-01-01,0.3394199999999952,0.305
2003-02-01,0.6057200000000027,1.224
2003-03-01,-0.2125899999999992,0.189
2003-04-01,0.7621000000000026,1.098
2003-05-01,0.7459000000000016,1.029
2003-06-01,0.6811399999999981,1.056
2003-07-01,0.3010899999999975,0.414
2003-08-01,0.33304999999999646,0.417
2003-09-01,1.2325199999999983,1.195
2003-10-01,1.0443199999999957,1.089
2003-11-01,1.1801700000000013,1.909
2003-12-01,0.803750000000001,0.871
2004-01-01,0.791570000000002,1.199
2004-02-01,-1.2535700000000014,-1.026
2004-03-01,-1.6034800000000002,-1.804
2004-04-01,-0.3012300000000013,-0.451
2004-05-01,-0.4560900000000012,-0.512
2004-06-01,0.03592000000000255,-0.026
2004-07-01,1.1415100000000014,1.28
2004-08-01,1.6172300000000033,1.784
2004-09-01,1.7216200000000046,1.815
2004-10-01,0.424280000000001,0.47
2004-11-01,-0.4234799999999976,-0.745
2004-12-01,-1.0665899999999995,-1.166
2005-01-01,-0.7371400000000006,-0.804
2005-02-01,-0.4650399999999987,-0.347
2005-03-01,0.470469999999996,0.568
2005-04-01,0.41608000000000384,0.505
2005-05-01,0.667309999999996,0.762
2005-06-01,0.6376200000000011,0.606
2005-07-01,0.09220999999999523,0.2
2005-08-01,-0.015870000000000946,-0.278
2005-09-01,-0.13245999999999936,-0.159
2005-10-01,0.14893000000000242,0.236
2005-11-01,0.34885000000000077,0.257
2005-12-01,-0.2519300000000027,-0.355
2006-01-01,-0.9705000000000028,-0.923
2006-02-01,-1.1028399999999985,-0.976
2006-03-01,-1.3352499999999987,-1.493
2006-04-01,-0.6279600000000007,-0.701
2006-05-01,0.5414300000000046,0.468
2006-06-01,0.2964400000000041,0.915
2006-07-01,1.3504399999999965,1.711
2006-08-01,0.6146700000000024,0.597
2006-09-01,0.6056000000000031,0.153
2006-10-01,0.22389000000000275,-0.347
2006-11-01,0.5341099999999979,0.648
2006-12-01,1.022210000000001,1.298
2007-01-01,0.018219999999999917,0.091
2007-02-01,-0.6808700000000018,-0.556
2007-03-01,-0.02851999999999759,0.014
2007-04-01,-0.0672900000000015,-0.232
2007-05-01,0.51426,0.476
2007-06-01,-0.42787000000000164,-0.766
2007-07-01,-0.10085999999999959,-0.311
2007-08-01,-0.25216000000000105,-0.836
2007-09-01,0.5059599999999961,0.367
2007-10-01,0.334479999999996,0.534
2007-11-01,0.8516200000000022,0.841
2007-12-01,-0.5344100000000014,-0.587
2008-01-01,-0.47695999999999816,-0.424
2008-02-01,-0.8205199999999985,-0.643
2008-03-01,0.24487000000000317,0.449
2008-04-01,-0.5803899999999997,-0.697
2008-05-01,-0.009450000000000403,-0.093
2008-06-01,-0.6929400000000013,-0.833
2008-07-01,0.18317000000000147,0.517
2008-08-01,0.7322099999999999,0.648
2008-09-01,0.6315199999999979,0.438
2008-10-01,0.04530999999999851,-0.151
2008-11-01,-0.16215000000000362,-0.568
2008-12-01,0.4075700000000027,0.264
2009-01-01,0.2875699999999988,0.371
2009-02-01,0.06600999999999686,0.225
2009-03-01,-0.036809999999996186,-0.045
2009-04-01,0.6503100000000034,0.721
2009-05-01,0.4996399999999975,0.503
2009-06-01,0.7288699999999978,0.775
2009-07-01,0.8474000000000046,1.023
2009-08-01,0.7185199999999972,0.796
2009-09-01,-0.11855999999999947,-0.264
2009-10-01,-0.8930399999999993,-1.516
2009-11-01,-0.1863799999999979,-0.644
2009-12-01,0.4073699999999961,0.49
2010-01-01,0.6089499999999949,1.024
2010-02-01,0.4758499999999981,0.611
2010-03-01,1.5880700000000056,1.888
2010-04-01,1.1552700000000025,1.679
2010-05-01,0.9167799999999968,1.413
2010-06-01,-0.05276999999999967,-0.345
2010-07-01,-0.62755,-1.032
2010-08-01,-0.9496599999999996,-1.294
2010-09-01,-0.12432999999999887,-0.422
2010-10-01,0.24912000000000212,0.27
2010-11-01,0.2779700000000041,0.011
2010-12-01,-0.5525000000000013,-0.626
2011-01-01,-1.5884799999999994,-1.434
2011-02-01,0.1383699999999987,0.263
2011-03-01,-0.06920999999999804,-0.063
2011-04-01,0.7788400000000028,0.943
2011-05-01,0.11360999999999759,0.062
2011-06-01,1.4667499999999958,2.001
2011-07-01,1.6682200000000074,1.723
2011-08-01,0.9373199999999959,1.024
2011-09-01,0.11750000000000177,0.048
2011-10-01,-0.3736400000000038,-1.21
2011-11-01,-0.1347800000000035,-0.158
2011-12-01,0.3780100000000034,0.415
